Compound Identifier	Odor	Replicate	Intensity	Dilution	subject #	INTENSITY/STRENGTH	VALENCE/PLEASANTNESS	BAKERY	SWEET	FRUIT	FISH	GARLIC	SPICES	COLD	SOUR	BURNT	ACID	WARM	MUSKY	SWEATY	AMMONIA/URINOUS	DECAYED	WOOD	GRASS	FLOWER	CHEMICAL
13436	N/A	0	high	1/1000	45	51	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0
13436	N/A	0	low	1/100000	46	95	69	1	0	1	0	1	47	1	1	1	1	1	1	1	1	1	1	1	1	1
13436	N/A	0	high	1/1000	46	48	53	23	0	3	5	4	3	2	7	34	4	3	19	28	60	36	10	9	8	9
13436	N/A	0	low	1/100000	47	15	37	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13436	N/A	0	high	1/1000	47	65	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13436	N/A	0	low	1/100000	48	88	5	0	0	0	40	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0
13436	N/A	0	high	1/1000	48	72	20	0	0	0	0	16	0	0	0	0	13	0	0	0	14	0	0	0	0	0
13436	N/A	0	low	1/100000	49	38	33	0	0	0	0	0	0	0	0	5	0	0	11	0	0	0	0	0	0	2
13436	N/A	0	high	1/1000	49	47	27	0	0	0	0	0	0	0	4	1	0	0	9	0	0	2	0	0	0	14
14328	N/A	0	low	1/1000	1	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	high	1/10	1	80	79	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	2	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	2	72	37	58	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
14328	N/A	0	low	1/1000	3	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	3	19	66	0	0	0	0	0	0	0	36	30	34	28	35	69	0	0	0	0	0	0
14328	N/A	0	low	1/1000	4	90	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
14328	N/A	0	high	1/10	4	85	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0
14328	N/A	0	low	1/1000	5	65	73	0	0	0	0	0	18	9	14	8	9	0	0	0	9	9	13	14	0	6
14328	N/A	0	high	1/10	5	84	92	0	21	0	0	0	20	0	0	20	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	6	30	41	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	7	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	7	95	5	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	8	59	38	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0
14328	N/A	0	high	1/10	8	52	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
14328	N/A	0	low	1/1000	9	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	9	35	61	19	0	0	0	0	0	0	0	0	0	23	0	0	0	0	80	0	0	0
14328	N/A	0	low	1/1000	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	low	1/1000	11	97	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0
14328	N/A	0	high	1/10	11	100	19	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	99
14328	N/A	0	low	1/1000	12	7	33	0	0	0	0	39	0	0	0	0	0	54	0	0	0	30	0	0	0	0
14328	N/A	0	high	1/10	12	54	42	0	0	0	0	0	0	0	28	17	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	13	12	3	44	72	0	0	0	0	89	0	37	0	0	0	0	78	71	0	0	51	68
14328	N/A	0	high	1/10	13	85	9	69	37	0	0	0	0	0	58	74	0	0	0	0	75	62	0	0	0	67
14328	N/A	0	low	1/1000	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	14	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	15	59	63	40	18	0	0	17	0	0	0	17	0	32	2	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	16	41	29	12	21	0	0	0	7	11	7	15	0	0	0	13	0	7	8	0	18	0
14328	N/A	0	low	1/1000	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	17	0	49	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	8
14328	N/A	0	low	1/1000	18	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	18	81	59	0	33	0	0	0	0	0	0	0	0	0	62	0	0	0	53	0	0	0
14328	N/A	0	low	1/1000	19	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	19	75	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59
14328	N/A	0	low	1/1000	20	4	46	0	0	0	0	0	0	0	16	0	0	0	17	0	0	0	0	18	0	0
14328	N/A	0	high	1/10	20	64	42	0	0	0	0	0	0	0	0	45	0	10	21	0	0	0	0	0	0	5
14328	N/A	0	low	1/1000	21	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	21	60	0	0	0	0	5	5	0	0	66	7	0	0	9	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	22	37	58	0	17	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	54	0
14328	N/A	0	high	1/10	22	35	54	0	0	0	0	0	42	0	58	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	23	62	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	24	37	52	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	41	0	0	0
14328	N/A	0	high	1/10	24	75	73	0	8	0	0	0	0	0	0	65	0	38	0	0	0	0	65	0	0	0
14328	N/A	0	low	1/1000	25	45	37	0	13	0	69	58	0	0	43	82	0	0	39	0	59	0	12	93	23	22
14328	N/A	0	high	1/10	25	78	40	0	35	0	0	38	0	0	0	0	55	0	83	21	0	0	0	50	0	68
14328	N/A	0	low	1/1000	26	45	76	68	100	0	0	0	4	0	0	12	0	7	0	0	0	0	0	0	0	0
14328	N/A	0	high	1/10	26	73	0	0	0	0	0	0	0	0	0	12	13	0	28	3	58	0	0	10	9	85
14328	N/A	0	low	1/1000	27	1	27	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	45
14328	N/A	0	high	1/10	27	67	62	0	0	0	0	0	0	0	0	0	46	0	0	0	36	0	0	0	0	34
14328	N/A	0	low	1/1000	28	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	28	28	3	0	0	73	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0
14328	N/A	0	low	1/1000	29	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	29	65	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	30	74	5	0	0	0	0	0	0	0	47	0	0	0	20	0	0	23	0	0	0	0
14328	N/A	0	low	1/1000	31	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	31	21	27	0	0	0	0	0	0	0	0	0	0	0	0	0	12	14	0	0	0	0
14328	N/A	0	low	1/1000	32	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	32	89	17	0	0	0	28	14	68	0	36	0	0	0	0	0	0	0	35	0	0	0
14328	N/A	0	low	1/1000	33	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	33	26	86	0	63	0	0	0	0	0	0	0	0	67	0	0	0	0	0	100	27	0
14328	N/A	0	low	1/1000	34	37	49	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25
14328	N/A	0	high	1/10	34	71	40	0	31	0	0	0	0	0	21	0	0	0	9	0	15	0	25	0	0	0
14328	N/A	0	low	1/1000	35	0	51	0	0	0	0	0	0	0	23	0	10	12	17	0	0	14	0	0	0	26
14328	N/A	0	high	1/10	35	11	1	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	100
14328	N/A	0	low	1/1000	36	44	60	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	high	1/10	36	100	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	37	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	37	72	21	0	0	0	0	0	0	0	0	0	0	0	9	0	35	0	0	0	0	80
14328	N/A	0	low	1/1000	38	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	38	69	33	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	39	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	39	54	54	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	38	0	0	20
14328	N/A	0	low	1/1000	40	11	78	0	0	0	0	0	45	0	61	0	30	0	67	0	0	0	0	0	0	75
14328	N/A	0	high	1/10	40	9	72	0	0	0	0	0	50	0	0	0	0	49	0	0	0	0	0	0	50	0
14328	N/A	0	low	1/1000	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	41	73	45	0	0	0	0	8	0	0	6	100	0	65	54	33	0	84	98	100	0	0
14328	N/A	0	low	1/1000	42	0	49	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	10
14328	N/A	0	high	1/10	42	62	25	0	0	0	0	0	1	0	45	0	0	43	62	7	2	44	0	0	0	56
14328	N/A	0	low	1/1000	43	0	28	0	0	0	0	0	0	0	0	0	0	0	14	22	0	0	0	0	0	27
14328	N/A	0	high	1/10	43	65	54	0	42	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	23
14328	N/A	0	low	1/1000	44	0	43	0	0	0	0	0	0	0	0	0	0	0	85	13	0	9	0	0	0	0
14328	N/A	0	high	1/10	44	74	13	0	64	0	0	0	0	0	0	0	0	12	45	0	0	0	0	0	0	0
14328	N/A	0	low	1/1000	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	45	92	9	0	0	0	0	0	0	0	0	0	0	0	8	13	14	0	0	0	0	0
14328	N/A	0	low	1/1000	46	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	46	57	57	4	1	1	3	1	1	1	1	1	1	1	3	1	2	1	42	2	1	1
14328	N/A	0	low	1/1000	47	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	44	0
14328	N/A	0	high	1/10	47	86	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
14328	N/A	0	low	1/1000	48	70	41	0	0	0	0	29	0	0	4	15	0	2	0	4	3	0	0	6	0	0
14328	N/A	0	high	1/10	48	98	6	0	0	0	0	0	0	0	60	0	6	0	9	15	4	0	0	0	0	8
14328	N/A	0	low	1/1000	49	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
14328	N/A	0	high	1/10	49	69	18	0	0	0	0	0	0	0	0	0	0	0	0	3	42	0	0	0	0	0
15606	N/A	0	low	1/100000	1	53	77	0	75	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	1	76	75	0	54	62	0	0	57	54	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	2	30	98	0	74	90	0	0	4	0	0	0	0	2	0	0	0	0	0	0	2	0
15606	N/A	0	high	1/1000	2	67	82	0	47	38	0	0	7	0	0	0	0	0	0	0	0	0	0	0	2	23
15606	N/A	0	low	1/100000	3	14	70	0	12	0	0	0	18	0	0	0	0	26	0	0	0	0	0	0	23	0
15606	N/A	0	high	1/1000	3	80	95	0	67	0	0	0	47	0	0	0	0	60	0	0	0	0	0	0	22	0
15606	N/A	0	low	1/100000	4	14	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0
15606	N/A	0	high	1/1000	4	15	99	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	5	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	low	1/100000	6	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	6	0	60	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
15606	N/A	0	low	1/100000	7	4	8	0	0	0	0	0	0	0	0	0	0	0	19	14	0	0	0	0	0	0
15606	N/A	0	high	1/1000	7	77	86	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	8	34	35	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0
15606	N/A	0	high	1/1000	8	85	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
15606	N/A	0	low	1/100000	9	0	69	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0
15606	N/A	0	high	1/1000	9	39	64	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	78	0
15606	N/A	0	low	1/100000	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	10	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	low	1/100000	11	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	11	78	30	0	0	0	0	0	0	0	54	0	0	0	72	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	12	47	42	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	12	51	52	3	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	13	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	13	85	93	0	59	61	0	0	0	67	13	0	0	0	0	0	0	50	0	58	79	53
15606	N/A	0	low	1/100000	14	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	14	5	51	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	15	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	low	1/100000	16	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	16	77	59	0	50	0	12	0	18	0	8	30	14	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	17	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	17	54	51	0	29	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	18	6	59	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	18	86	69	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0
15606	N/A	0	low	1/100000	19	58	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	19	47	30	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	20	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	20	50	52	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0
15606	N/A	0	low	1/100000	21	38	25	0	0	0	0	0	0	0	5	5	0	0	0	0	0	19	6	0	0	0
15606	N/A	0	high	1/1000	21	35	41	0	2	0	0	0	0	0	2	4	0	0	11	0	0	0	0	0	0	8
15606	N/A	0	low	1/100000	22	95	76	0	79	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	22	27	59	0	70	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	23	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	23	21	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	24	35	44	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	24	71	56	0	17	0	0	0	0	0	9	0	0	0	21	33	0	0	0	0	0	0
15606	N/A	0	low	1/100000	25	29	35	0	0	0	0	41	32	87	43	0	0	0	33	32	0	0	0	37	0	96
15606	N/A	0	high	1/1000	25	73	35	0	0	0	40	63	0	0	0	37	0	0	81	47	60	0	62	50	0	56
15606	N/A	0	low	1/100000	26	0	45	25	66	0	0	0	5	0	0	25	0	49	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	26	8	45	0	29	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	27	61	66	0	52	0	0	0	0	0	0	0	0	28	0	21	0	0	0	0	92	0
15606	N/A	0	high	1/1000	27	67	71	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0
15606	N/A	0	low	1/100000	28	7	58	0	23	32	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	49
15606	N/A	0	high	1/1000	28	59	51	43	79	16	0	0	28	0	0	42	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	29	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	29	75	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38
15606	N/A	0	low	1/100000	30	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	30	75	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	3
15606	N/A	0	low	1/100000	31	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100
15606	N/A	0	high	1/1000	31	100	100	0	100	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	32	89	69	0	11	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69
15606	N/A	0	high	1/1000	32	82	14	0	0	19	0	0	0	0	34	0	0	0	0	0	8	0	0	0	0	64
15606	N/A	0	low	1/100000	33	5	67	0	55	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	33	60	59	100	100	100	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	34	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	34	63	34	0	55	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	35	12	22	0	0	0	0	0	0	0	0	0	45	37	0	0	0	0	26	0	0	0
15606	N/A	0	high	1/1000	35	23	61	0	46	49	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	36	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	36	69	19	0	0	0	0	0	0	0	13	0	0	0	40	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	37	6	94	0	0	0	0	0	0	0	0	14	0	0	18	0	0	7	22	0	11	0
15606	N/A	0	high	1/1000	37	15	94	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
15606	N/A	0	low	1/100000	38	86	87	0	63	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	38	85	95	41	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	low	1/100000	39	7	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	23	0	77
15606	N/A	0	high	1/1000	39	58	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0
15606	N/A	0	low	1/100000	40	90	96	54	48	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	31
15606	N/A	0	high	1/1000	40	66	76	0	36	0	0	0	59	0	0	0	0	33	0	0	0	0	0	0	27	0
15606	N/A	0	low	1/100000	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	41	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	low	1/100000	42	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	high	1/1000	42	66	70	0	11	20	0	0	0	13	0	0	0	0	1	0	0	0	0	0	12	22
15606	N/A	0	low	1/100000	43	18	55	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15606	N/A	0	high	1/1000	43	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
15606	N/A	0	low	1/100000	44	59	35	0	50	27	0	0	0	0	0	0	0	0	0	40	0	35	0	0	14	0
15606	N/A	0	high	1/1000	44	82	60	0	100	68	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0
15606	N/A	0	low	1/100000	45	5	78	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0
15606	N/A	0	high	1/1000	45	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
